number,page,area,area_ja,ken,place,price_h,age_m,age_w,content
571,machi,m20_hamamatu_7800_1000,静岡/浜松/20代限定,静岡,静岡県浜松駅周辺,7800/1000,20/29,20/29,6
572,machi,m30_nagoya_5000_3500,愛知/名古屋/30代限定,愛知,愛知県名古屋駅周辺,5000/3500,30/39,30/39,5
573,machi,m20_mamnomiya_6500_2700,兵庫/神戸/三ノ宮/20代限定,兵庫,兵庫県三ノ宮駅周辺,6500/2700,20/29,20/29,6
576,machi,m30_niigata_5000_3500,新潟/30代限定,新潟,新潟県新潟駅周辺,5000/3500,30/39,30/39,5
577,ani,a_morioka_7800_1000,岩手/盛岡,岩手,岩手県盛岡駅周辺,7800/1000,20/40,20/40,1
578,machi,m30_takaoka_5000_3500,富山/高岡/30代限定,富山,富山県高岡駅周辺,5000/3500,30/39,30/39,5
579,machi,m20_nagasaki_6300_2300,長崎/20代限定,長崎,長崎県長崎駅周辺,6300/2300,20/29,20/29,6
580,ani,a_ebisu_8900_1000,東京/恵比寿,東京,東京都恵比寿駅周辺,8900/1000,20/40,20/40,1
581,ani,a_sakae_9800_1000,愛知/栄,愛知,愛知県栄駅周辺,9800/1000,20/40,20/40,1
582,ani,a_nagaoka_7100_1000,新潟/長岡,新潟,新潟県長岡駅周辺,7100/1000,20/40,20/40,1
583,ani,a_fukui_9800_1000,福井,福井,福井県福井駅周辺,9800/1000,20/40,20/40,1
584,machi,m20_sakae_7800_2000,愛知/栄/20代限定,愛知,愛知県栄駅周辺,7800/2000,20/29,20/29,6
585,ani,a_koube_8900_1000,兵庫/神戸,兵庫,兵庫県神戸駅周辺,8900/1000,20/40,20/40,1
586,machi,m20_kouti_7300_1900,高知/20代限定,高知,高知県高知駅周辺,7300/1900,20/29,20/29,6
587,machi,m20_nagaoka_7100_2000,新潟/長岡/20代限定,新潟,新潟県長岡駅周辺,7100/2000,20/29,20/29,6
588,ani,a_fukusima_7400_1000,福島,福島,福島県福島駅周辺,7400/1000,20/40,20/40,1
589,ani,a_oita_7100_1000,大分,大分,大分県大分駅周辺,7100/1000,20/40,20/40,1
590,ani,a_niigata_7100_1000,新潟,新潟,新潟県新潟駅周辺,7100/1000,20/40,20/40,1
591,machi,m20_tenzin_5900_2300,福岡/天神/20代限定,福岡,福岡県天神駅周辺,5900/2300,20/29,20/29,6
592,ani,a_hirosima_7800_2300,広島,広島,広島県広島駅周辺,7800/2300,20/40,20/40,1
593,machi,m20_sapporo_6500_2500,北海道/札幌/20代限定,北海道,北海道札幌駅周辺,6500/2500,20/29,20/29,6
594,machi,m20_fukui_7500_1000,福井/20代限定,福井,福井県福井駅周辺,7500/1000,20/29,20/29,6
595,ani,a_ueno_8900_1000,東京/上野,東京,東京都上野駅周辺,8900/1000,20/40,20/40,1
596,ani,a_namba_8500_1500,大阪/難波,大阪,大阪府難波駅周辺,8500/1500,20/40,20/40,1
597,ani,a_tiba_9800_1000,千葉,千葉,千葉県千葉駅周辺,9800/1000,20/40,20/40,1
598,machi,m20_hamamatu_6900_2000,静岡/浜松/20代限定,静岡,静岡県浜松駅周辺,6900/2000,20/29,20/29,6
599,off,off,オフ会,東京,,9800/1000,20/40,20/40,1
600,machi,m20_koufu_7000_2000,山梨/甲府/20代限定,山梨,山梨県甲府駅周辺,7000/2000,20/29,20/29,6
601,ani,a_okayama_7400_1000,岡山,岡山,岡山県岡山駅周辺,7400/1000,20/40,20/40,1
602,machi,m20_kawaramati_6500_2500,京都/河原町/20代限定,京都,京都府河原町駅周辺,6500/2500,20/29,20/29,6
604,machi,m20_namba_6900_2500,大阪/難波/20代限定,大阪,大阪府難波駅周辺,6900/2500,20/29,20/29,6
605,ani,a_koriyama_7400_1000,福島/郡山,福島,福島県郡山駅周辺,7400/1000,20/40,20/40,1
606,machi,m30_nagano_5000_3500,長野/30代限定,長野,長野県長野駅周辺,5000/3500,30/39,30/39,5
607,machi,m25_sakae_6500_2500,愛知/栄/アラサー,愛知,愛知県栄駅周辺,6500/2500,25/35,25/35,5
609,machi,m25_sahgkae_6500_2500,愛知/栄/アラサー,愛知,愛知県栄駅周辺,6500/2500,25/35,25/35,5
614,machi,m25_sahgfddgkae_6500_2500,愛知/栄/アラサー,愛知,愛知県栄駅周辺,6500/2500,25/35,25/35,5
705,machi,shizuoka,静岡/マッチングコン/昼,静岡,静岡県,7800/1000,20/29,20/29,6
706,machi,aichi,愛知/マッチングコン/昼,愛知,愛知県,7800/2000,20/29,20/29,6
707,machi,fukushima,福島/マッチングコン/昼,福島,福島県,7400/2000,20/29,20/29,6
708,ani,a_fukuoka,福岡/アニメコン/昼,福岡,福岡県,6900/2300,20/40,20/40,1
709,machi,toyama,富山/マッチングコン/昼,富山,富山県,6500/2500,25/35,25/35,6
710,ani,a_hokkaido,北海道/アニメコン/昼,北海道,北海道,6900/2500,20/40,20/40,1
711,machi,miyagi,宮城/マッチングコン/昼,宮城,宮城県,5000/3500,30/39,30/39,6
712,ani,a_tokyo,東京/アニメコン/夜,東京,東京都,8900/1500,20/40,20/40,1
714,ani,a_tokushima,徳島/アニメコン/昼,徳島,徳島県,6700/2200,20/40,20/40,1
715,ani,a_hyogo,兵庫/アニメコン/昼,兵庫,兵庫県,8900/1000,20/40,20/40,1
716,machi,niigata,新潟/マッチングコン/昼,新潟,新潟県,7100/2000,20/29,20/29,6
717,ani,a_saitama,埼玉/アニメコン/昼,埼玉,埼玉県,9800/1000,20/40,20/40,1
719,machi,kanagawa,横浜,神奈川,神奈川県横浜駅周辺,7500/2500,20/29,20/29,6
727,ani,a_aichi,愛知/アニメコン/夜,愛知,愛知県,9800/2000,20/40,20/40,1
728,ani,a_gunma,群馬/アニメコン/昼,群馬,群馬県,9800/1000,20/40,20/40,1
729,machi,kagawa,香川/マッチングコン/昼,香川,香川県,6700/2200,20/29,20/29,3
730,ani,a_miyagi,宮城/アニメコン/昼,宮城,宮城県,7500/1000,20/40,20/40,1
731,ani,a_hiroshima,広島/アニメコン/昼,広島,広島県,7800/2300,20/40,20/40,1
732,ani,a_ishikawa,石川/アニメコン/昼,石川,石川県,8500/2000,20/40,20/40,1
735,ani,a_kagoshima,鹿児島/アニメコン/昼,鹿児島,鹿児島県,6100/2700,20/40,20/40,1
736,machi,ehime,愛媛/マッチングコン/昼,愛媛,愛媛県,6900/2000,20/29,20/29,6
737,ani,a_niigata,新潟/アニメコン/昼,新潟,新潟県,7100/1000,20/40,20/40,1
738,machi,nara,奈良/マッチングコン/昼,奈良,奈良県,7900/2000,20/29,20/29,6
739,ani,a_kanagawa,神奈川/アニメコン/昼,神奈川,神奈川県,9800/1000,20/40,20/40,1
740,ani,a_chiba,千葉/アニメコン/昼,千葉,千葉県,9800/1000,20/40,20/40,1
742,machi,nagano,長野/マッチングコン/昼,長野,長野県,6500/2500,25/35,25/35,6
743,ani,a_kagawa,香川/アニメコン/昼,香川,香川県,7700/1900,20/40,20/40,1
745,machi,kagoshima,鹿児島,鹿児島,鹿児島県鹿児島駅周辺,6400/2400,20/29,20/29,6
747,machi,osaka,難波,大阪,大阪府難波駅周辺,6900/2500,20/29,20/29,6
749,machi,hokkaido,北海道/マッチングコン/昼,北海道,北海道,5900/2800,20/29,20/29,6
755,ani,a_kyoto,京都/アニメコン/昼,京都,京都府,8900/1000,20/40,20/40,1
758,ani,a_nagano,長野/アニメコン/昼,長野,長野県,7900/1000,20/40,20/40,1
761,ani,a_kumamoto,熊本/アニメコン/昼,熊本,熊本県,6900/2300,20/40,20/40,1
762,ani,a_nara,奈良/アニメコン/昼,奈良,奈良県,7900/1000,20/40,20/40,1
769,machi,kumamoto,熊本,熊本,熊本県熊本駅周辺,6400/2300,20/29,20/29,6
771,ani,a_ibaraki,水戸,茨城,茨城県水戸駅周辺,9800/1000,20/29,20/29,1
781,machi,tochigi,栃木/マッチングコン/昼,栃木,栃木県,7700/2000,20/29,20/29,6
783,machi,tokushima,徳島/マッチングコン/昼,徳島,徳島県,7700/1900,20/29,20/29,6
788,ani,a_akita,秋田/アニメコン/昼,秋田,秋田県,6900/2000,20/40,20/40,1
791,machi,tokyo,東京/マッチングコン/昼,東京,東京都,6900/2000,20/29,20/29,6
795,machi,fukuoka,福岡天神,福岡,福岡県福岡天神駅周辺,5900/2300,20/29,20/29,6
802,machi,gunma,群馬/マッチングコン/昼,群馬,群馬県,7700/2000,20/29,20/29,6
806,ani,a_nagasaki,長崎/アニメコン/昼,長崎,長崎県,6900/2300,20/40,20/40,1
807,machi,hyogo,兵庫/マッチングコン/昼,兵庫,兵庫県,6500/2700,20/29,20/29,6
811,ani,a_iwate,岩手/アニメコン/昼,岩手,岩手県,7800/1000,20/40,20/40,1
816,machi,nagasaki,長崎,長崎,長崎県長崎駅周辺,6300/2300,20/29,20/29,6
829,ani,a_miyazaki,宮崎/アニメコン/昼,宮崎,宮崎県,6900/2000,20/40,20/40,1
833,ani,a_kochi,高知,高知,高知県高知駅周辺,7700/1900,20/40,20/40,1
839,ani,a_fukui,福井/アニメコン/昼,福井,福井県,9800/1000,20/40,20/40,1
843,machi,miyazaki,宮崎,宮崎,宮崎県宮崎駅周辺,6400/2300,20/29,20/29,6
852,machi,kochi,高知,高知,高知県高知駅周辺,6700/2200,20/29,20/29,6
855,ani,a_fukushima,福島/アニメコン/昼,福島,福島県,7400/1000,20/40,20/40,1
858,ani,a_oita,大分/アニメコン/昼,大分,大分県,7100/1000,20/40,20/40,1
859,machi,fukui,福井/マッチングコン/昼,福井,福井県,7500/1000,20/29,20/29,6
862,machi,oita,大分,大分,大分県大分駅周辺,5900/2300,20/29,20/29,6
871,machi,ibaraki,水戸,茨城,茨城県水戸駅周辺,7900/1000,20/29,20/29,6
877,ani,a_yamanashi,甲府,山梨,山梨県甲府駅周辺,9800/1000,20/40,20/40,1
883,machi,yamagata,山形,山形,山形県山形駅周辺,6800/2000,20/29,20/29,6
894,machi,yamanashi,甲府,山梨,山梨県甲府駅周辺,9800/2000,20/29,20/29,6
899,ani,a_okayama,岡山,岡山,岡山県岡山駅周辺,7400/2300,20/40,20/40,1
902,machi,kyoto,河原町,京都,京都府河原町駅周辺,6900/2700,20/29,20/29,6
906,machi,yamaguchi,下関,山口,山口県下関駅周辺,6400/2300,20/29,20/29,6
908,ani,a_tokyo_yoru,渋谷,東京,東京都渋谷駅周辺,8900/1000,20/40,20/40,1
909,ani,a_hokkaido_yoru,札幌,北海道,北海道札幌駅周辺,7500/2000,20/40,20/40,1
911,ani,a_osaka_yoru,梅田,大阪,大阪府梅田駅周辺,8500/2000,20/40,20/40,1
932,machi,kagoshima_yoru,鹿児島/マッチングコン/夜,鹿児島,鹿児島県,6400/2400,20/29,20/29,6
934,machi,osaka_yoru,大阪/マッチングコン/夜,大阪,大阪府,6900/2500,20/29,20/29,6
955,machi,kanagawa_yoru,神奈川/マッチングコン/夜,神奈川,神奈川県,7500/2500,20/29,20/29,6
956,machi,kumamoto_yoru,熊本/マッチングコン/夜,熊本,熊本県,6400/2300,20/29,20/29,6
982,machi,fukuoka_yoru,福岡/マッチングコン/夜,福岡,福岡県,5900/2300,20/29,20/29,6
1003,machi,nagasaki_yoru,長崎/マッチングコン/夜,長崎,長崎県,6300/2300,20/29,20/29,6
1027,machi,hokkaido_yoru,北海道/マッチングコン/夜,北海道,北海道,5900/2800,20/29,20/29,6
1030,machi,miyazaki_yoru,宮崎/マッチングコン/夜,宮崎,宮崎県,6400/2300,20/29,20/29,6
1049,machi,oita_yoru,大分/マッチングコン/夜,大分,大分県,5900/2000,20/29,20/29,6
1093,machi,yamaguchi_yoru,下関,山口,山口県下関駅周辺,6400/2300,20/29,20/29,6
1095,ani,a_tokyo_2,立川,東京,東京都立川駅周辺,9800/1000,20/40,20/40,1
1096,ani,a_tokyo_nishi,町田,東京,東京都町田駅周辺,9800/1000,20/40,20/40,1
1123,machi,saitama,埼玉/マッチングコン/昼,埼玉,埼玉県,7900/2000,20/29,20/29,6
1171,machi,ishikawa,石川/マッチングコン/昼,石川,石川県,7500/1000,20/29,20/29,6
1408,ani,a_aichi_yoru,愛知/アニメコン/夜,愛知,愛知県,9800/2000,20/40,20/40,1
1449,ani,a_tokyo_akihabara,秋葉原/アニメコン,東京,秋葉原,8900/1500,20/40,20/40,1
1450,ani,a_tokyo_shinjuku,新宿/アニメコン,東京,新宿,9800/1000,20/29,20/29,1
1451,ani,a_hokkaido_sapporo,札幌/アニメコン,北海道,札幌,6900/2500,20/29,20/29,1
1452,machi,osaka_namba,難波/マッチングコン,大阪,難波,6900/2500,20/29,20/29,6
1453,ani,a_tokyo_ikebukuro,池袋/アニメコン,東京,池袋,8900/1500,20/40,20/40,1
1455,ani,a_aichi_nagoya,名古屋/名駅/アニメコン,愛知,名古屋/名駅,9800/1000,20/40,20/40,1
1456,machi,ehime_matsuyama,松山/マッチングコン,愛媛,松山,6900/2000,20/29,20/29,6
1457,ani,a_miyagi_sendai,仙台/アニメコン,宮城,仙台,7500/1000,20/40,20/40,1
1458,machi,gunma_takasaki,高崎/マッチングコン,群馬,高崎,7700/2000,20/29,20/29,6
1459,ani,a_hiroshima_hiroshima,広島/アニメコン,広島,広島,7800/2300,20/40,20/40,1
1460,ani,a_niigata_niigata,新潟/アニメコン,新潟,新潟,7100/1000,20/40,20/40,1
1461,ani,a_kanagawa_yokohama,横浜/アニメコン,神奈川,横浜,9800/1000,20/40,20/40,1
1462,ani,a_shizuoka_shizuoka,静岡/アニメコン,静岡,静岡,9800/1000,20/40,20/40,1
1463,ani,a_osaka_namba,難波/アニメコン,大阪,難波,8500/2000,20/40,20/40,1
1465,machi,tokushima_tokushima,徳島/マッチングコン,徳島,徳島,6700/2200,20/29,20/29,6
1466,ani,a_toyama_takaoka,高岡/アニメコン,富山,高岡,9800/1000,20/40,20/40,1
1467,ani,a_fukushima_koriyama,郡山/アニメコン,福島,郡山,7400/1000,20/40,20/40,1
1468,ani,a_hokkaido_hakodate,函館/アニメコン,北海道,函館,6900/2500,20/40,20/40,1
1471,machi,hokkaido_sapporo,札幌/マッチングコン,北海道,札幌,5900/2800,20/29,20/29,6
1472,machi,aichi_nagoya,名古屋/名駅/マッチングコン,愛知,名古屋/名駅,7800/2000,20/29,20/29,6
1474,machi,miyagi_sendai,仙台/マッチングコン,宮城,仙台,6800/2000,20/29,20/29,6
1475,machi,saitama_tokorozawa,所沢/マッチングコン,埼玉,所沢,7900/2000,20/29,20/29,6
1476,machi,niigata_niigata,新潟/マッチングコン,新潟,新潟,7100/2000,20/29,20/29,6
1477,machi,shizuoka_shizuoka,静岡/マッチングコン,静岡,静岡,7800/1000,20/29,20/29,6
1479,ani,a_tokushima_tokushima,徳島/アニメコン,徳島,徳島,7700/1900,20/40,20/40,1
1480,machi,toyama_takaoka,高岡/マッチングコン,富山,高岡,7500/1000,20/29,20/29,6
1481,ani,a_fukuoka_fukuokatenjin,福岡天神/アニメコン,福岡,福岡天神,6900/2000,20/40,20/40,1
1482,machi,fukushima_koriyama,郡山/マッチングコン,福島,郡山,7400/2000,20/29,20/29,6
1483,ani,a_hyogo_sannomiya,神戸/三ノ宮/アニメコン,兵庫,神戸/三ノ宮,8900/1000,20/40,20/40,1
1485,machi,kanagawa_yokohama,横浜/マッチングコン,神奈川,横浜,7500/2500,20/29,20/29,6
1488,ani,a_tokyo_shibuya,渋谷/アニメコン,東京,渋谷,8900/1500,20/40,20/40,1
1489,ani,a_osaka_umeda,梅田/アニメコン,大阪,梅田,8500/2000,20/40,20/40,1
1495,ani,a_gunma_maebashi,前橋/アニメコン,群馬,前橋,9800/1000,20/40,20/40,1
1497,machi,kagawa_takamatsu,高松/マッチングコン,香川,高松,7700/1900,20/29,20/29,4
1498,ani,a_kagoshima_kagoshima,鹿児島/アニメコン,鹿児島,鹿児島,6100/2700,20/40,20/40,1
1502,ani,a_ishikawa_kanazawa,金沢/アニメコン,石川,金沢,8500/2000,20/40,20/40,1
1503,ani,a_chiba_funabashi,船橋/アニメコン,千葉,船橋,9800/1000,20/40,20/40,1
1505,machi,nagano_nagano,長野/マッチングコン,長野,長野,6500/2500,25/35,25/35,6
1507,ani,a_tokyo_tachikawa,立川/アニメコン,東京,立川,9800/1000,20/40,20/40,1
1508,machi,nara_nara,奈良/マッチングコン,奈良,奈良,7900/2000,20/29,20/29,6
1509,ani,a_hokkaido_asahikawa,旭川/アニメコン,北海道,旭川,6900/2500,20/40,20/40,1
1511,machi,kagoshima_kagoshima,鹿児島/マッチングコン,鹿児島,鹿児島,6400/2400,20/29,20/29,6
1517,ani,a_kyoto_kawaramachi,河原町/アニメコン,京都,河原町,8900/1000,20/40,20/40,1
1518,ani,a_kumamoto_kumamoto,熊本/アニメコン,熊本,熊本,6900/2300,20/40,20/40,1
1519,ani,a_kagawa_takamatsu,高松/アニメコン,香川,高松,7300/1900,20/40,20/40,1
1520,ani,a_saitama_omiya,大宮/アニメコン,埼玉,大宮,9800/1000,20/40,20/40,1
1523,machi,ishikawa_kanazawa,金沢/マッチングコン,石川,金沢,7500/1000,20/29,20/29,6
1524,ani,a_nagano_matsumoto,松本/アニメコン,長野,松本,7900/1000,20/40,20/40,1
1526,ani,a_nara_nara,奈良/アニメコン,奈良,奈良,7900/1000,20/40,20/40,1
1529,machi,kumamoto_kumamoto,熊本/マッチングコン,熊本,熊本,6400/2300,20/29,20/29,6
1540,ani,a_akita_akita,秋田/アニメコン,秋田,秋田,6900/2000,20/40,20/40,1
1542,ani,a_shizuoka_hamamatsu,浜松/アニメコン,静岡,浜松,9800/1000,20/40,20/40,1
1543,ani,a_chiba_kashiwa,柏/アニメコン,千葉,柏,9800/1000,20/40,20/40,1
1547,machi,tokyo_tachikawa,立川/マッチングコン,東京,立川,6900/2000,20/29,20/29,6
1549,machi,tochigi_oyama,小山/マッチングコン,栃木,小山,8100/2000,20/29,20/29,6
1550,machi,toyama_toyama,富山/マッチングコン,富山,富山,6500/2500,25/35,25/35,6
1553,machi,hokkaido_hakodate,函館/マッチングコン,北海道,函館,5900/2800,20/29,20/29,6
1555,machi,osaka_umeda,梅田/マッチングコン,大阪,梅田,6900/2500,20/29,20/29,6
1557,machi,fukuoka_fukuokatenjin,福岡天神/マッチングコン,福岡,福岡天神,5900/2300,20/29,20/29,6
1560,ani,a_iwate_morioka,盛岡/アニメコン,岩手,盛岡,7800/1000,20/40,20/40,1
1562,machi,gunma_maebashi,前橋/マッチングコン,群馬,前橋,7700/2000,20/29,20/29,6
1566,machi,shizuoka_hamamatsu,浜松/マッチングコン,静岡,浜松,7800/1000,20/29,20/29,6
1567,ani,a_nagasaki_nagasaki,長崎/アニメコン,長崎,長崎,6900/2300,20/40,20/40,1
1568,machi,nagano_matsumoto,松本/マッチングコン,長野,松本,7300/2000,20/29,20/29,6
1571,ani,a_toyama_toyama,富山/アニメコン,富山,富山,9800/1000,20/40,20/40,1
1572,machi,hyogo_sannomiya,神戸/三ノ宮/マッチングコン,兵庫,神戸/三ノ宮,6500/2700,20/29,20/29,6
1574,machi,nagasaki_nagasaki,長崎/マッチングコン,長崎,長崎,6300/2300,20/29,20/29,6
1576,ani,a_tokyo_ebisu,恵比寿/アニメコン,東京,恵比寿,8900/1500,20/40,20/40,1
1584,ani,a_aichi_sakae,栄/アニメコン,愛知,栄,9800/2000,20/40,20/40,1
1586,ani,a_miyazaki_miyazaki,宮崎/アニメコン,宮崎,宮崎,6900/2000,20/40,20/40,1
1589,ani,a_niigata_nagaoka,長岡/アニメコン,新潟,長岡,7100/1000,20/40,20/40,1
1593,ani,a_nagano_nagano,長野/アニメコン,長野,長野,7900/1000,20/40,20/40,1
1595,machi,tochigi_utsunomiya,宇都宮/マッチングコン,栃木,宇都宮,7700/2000,20/29,20/29,6
1596,ani,a_fukui_fukui,福井/アニメコン,福井,福井,9800/1000,20/40,20/40,1
1597,ani,a_fukuoka_kokura,北九州/小倉/アニメコン,福岡,北九州/小倉,6900/2300,20/40,20/40,1
1598,machi,fukushima_fukushima,福島/マッチングコン,福島,福島,7400/2000,20/29,20/29,6
1599,machi,hokkaido_asahikawa,旭川/マッチングコン,北海道,旭川,5900/2800,20/29,20/29,6
1601,machi,miyazaki_miyazaki,宮崎/マッチングコン,宮崎,宮崎,6400/2300,20/29,20/29,6
1604,machi,aichi_sakae,栄/マッチングコン,愛知,栄,7800/2000,20/29,20/29,6
1607,ani,a_gunma_takasaki,高崎/アニメコン,群馬,高崎,9800/1000,20/40,20/40,1
1609,machi,niigata_nagaoka,長岡/マッチングコン,新潟,長岡,7100/2000,20/29,20/29,6
1611,ani,a_oita_oita,大分/アニメコン,大分,大分,7100/1000,20/40,20/40,1
1614,ani,a_tokyo_machida,町田/アニメコン,東京,町田,9800/1000,20/40,20/40,1
1615,machi,fukui_fukui,福井/マッチングコン,福井,福井,7500/1000,20/29,20/29,6
1617,ani,a_fukushima_fukushima,福島/アニメコン,福島,福島,7400/1000,20/40,20/40,1
1618,ani,a_hyogo_kobe,神戸/アニメコン,兵庫,神戸,8900/1000,20/40,20/40,1
1620,machi,oita_oita,大分/マッチングコン,大分,大分,5900/2000,20/29,20/29,6
1624,ani,a_tokyo_ueno,上野/アニメコン,東京,上野,8900/1500,20/40,20/40,1
1625,ani,a_hokkaido_sapporo_yoru,札幌/アニメコン,北海道,札幌,6900/2500,20/40,20/40,1
1626,ani,a_tokyo_otsuka,大塚コイコイランド/アニメコン,東京,大塚コイコイランド,7900/1000,20/40,20/40,1
1630,machi,ibaraki_mito,水戸/マッチングコン,茨城,水戸,8900/1400,20/29,20/29,6
1631,machi,iwate_morioka,盛岡/マッチングコン,岩手,盛岡,6900/2000,20/29,20/29,6
1638,machi,chiba_chiba,千葉/マッチングコン,千葉,千葉,9800/1000,20/29,20/29,6
1649,ani,a_ibaraki_mito,水戸/アニメコン,茨城,水戸,9800/1000,20/40,20/40,1
1657,ani,a_chiba_chiba,千葉/アニメコン,千葉,千葉,9800/1000,20/40,20/40,1
1661,machi,tokyo_machida,町田/マッチングコン,東京,町田,7800/1900,20/29,20/29,6
1666,ani,a_tokyo_harajyuku,"原宿/表参道/アニメコン",東京,"原宿/表参道",8900/1000,20/40,20/40,1
1674,ani,a_kochi_kochi,高知/アニメコン,高知,高知,6700/2800,20/40,20/40,1
1675,ani,a_saga_saga,佐賀/アニメコン,佐賀,佐賀,6900/2200,20/40,20/40,1
1676,machi,yamaguchi_shimonoseki,下関/マッチングコン,山口,下関,7200/2300,20/29,20/29,6
1682,machi,chiba_funabashi,船橋/マッチングコン,千葉,船橋,9800/1000,20/29,20/29,6
1694,machi,kochi_kochi,高知/マッチングコン,高知,高知,6700/2800,20/29,20/29,6
1695,ani,a_yamaguchi_shimonoseki,下関/アニメコン,山口,下関,7400/2600,20/40,20/40,1
1701,ani,a_tochigi_oyama,小山/アニメコン,栃木,小山,9500/1000,20/40,20/40,1
1713,machi,ibaraki_tsukuba,つくば/マッチングコン,茨城,つくば,7900/2000,20/29,20/29,6
1720,machi,chiba_kashiwa,柏/マッチングコン,千葉,柏,9800/1000,20/29,20/29,6
1733,ani,a_ibaraki_tsukuba,つくば/アニメコン,茨城,つくば,9800/1000,20/40,20/40,1
1749,ani,a_hyogo_himeji,姫路/アニメコン,兵庫,姫路,8900/1000,20/40,20/40,1
1754,ani,a_tokyo_ginza,有楽町/銀座/アニメコン,東京,有楽町/銀座,8900/2000,20/29,20/29,1
1781,machi,saitama_omiya,大宮/マッチングコン,埼玉,大宮,7900/2000,20/29,20/29,6
1796,ani,a_tokyo_nakano,中野/アニメコン,東京,中野,9800/1000,20/40,20/40,1
1820,ani,a_tokyo_akihabara_black,秋葉原/アニメコン/BLACK,東京,秋葉原,8500/0,20/200,20/200,8
2031,machi,tokyo_nakameguro,中目黒/マッチングコン,東京,中目黒,7700/2400,20/29,20/29,6
2145,machi,tokyo_marunouchi,丸の内/マッチングコン,東京,丸の内,7900/2400,20/29,20/29,6
2190,ani,a_tochigi_utsunomiya,宇都宮/アニメコン,栃木,宇都宮,9800/1000,20/29,20/29,1
2194,ani,a_tokyo_kichijoji,吉祥寺/アニメコン,東京,吉祥寺,9800/1500,20/27,20/27,1
2223,ani,a_miyagi_sendai_yoru,仙台/アニメコン,宮城,仙台,6900/2500,20/29,20/29,1
2224,ani,a_tokyo_akihabara_yoru,秋葉原/アニメコン,東京,秋葉原,8500/2500,20/40,20/40,1
2225,ani,a_aichi_nagoya_yoru,名古屋/名駅/アニメコン,愛知,名古屋/名駅,8900/2000,20/29,20/29,1
2226,ani,a_kanagawa_yokohama_yoru,横浜/アニメコン,神奈川,横浜,8800/2000,20/40,20/40,1
2227,machi,osaka_umeda_yoru,梅田/マッチングコン,大阪,梅田,7200/3200,20/29,20/29,6
2229,ani,a_tokyo_otsuka_yoru,大塚コイコイランド/アニメコン,東京,大塚コイコイランド,7900/1000,20/40,20/40,14
2231,ani,a_miyagi_sendai_hiru,仙台/アニメコン,宮城,仙台,6800/2000,20/29,20/29,1
2232,ani,a_kanagawa_yokohama_hiru,横浜/アニメコン,神奈川,横浜,9800/2000,20/29,20/29,1
2233,ani,a_chiba_chiba_hiru,千葉/アニメコン,千葉,千葉,9800/1000,20/40,20/40,1
2234,ani,a_osaka_umeda_hiru,梅田/アニメコン,大阪,梅田,8900/2500,20/29,20/29,1
2235,ani,a_toyama_toyama_hiru,富山/アニメコン,富山,富山,9800/2000,20/29,20/29,1
2236,ani,a_fukui_fukui_hiru,福井/アニメコン,福井,福井,9800/1000,20/29,20/29,1
2237,ani,a_hokkaido_sapporo_hiru,札幌/アニメコン,北海道,札幌,6500/3500,20/29,20/29,1
2238,ani,a_aichi_nagoya_hiru,名古屋/名駅/アニメコン,愛知,名古屋/名駅,9800/1000,20/29,20/29,1
2239,ani,a_ibaraki_mito_hiru,水戸/アニメコン,茨城,水戸,8800/2000,20/40,20/40,1
2240,ani,a_gunma_takasaki_hiru,高崎/アニメコン,群馬,高崎,9800/1000,20/40,20/40,1
2241,ani,a_hiroshima_hiroshima_hiru,広島/アニメコン,広島,広島,7900/1900,20/29,20/29,1
2242,ani,a_kagoshima_kagoshima_hiru,鹿児島/アニメコン,鹿児島,鹿児島,6900/2900,20/40,20/40,1
2243,ani,a_niigata_nagaoka_hiru,長岡/アニメコン,新潟,長岡,7600/1900,20/40,20/40,1
2244,ani,a_shizuoka_hamamatsu_hiru,浜松/アニメコン,静岡,浜松,9800/1000,20/29,20/29,1
2245,ani,a_nagano_nagano_hiru,長野/アニメコン,長野,長野,8900/2000,20/40,20/40,1
2246,ani,a_tokyo_akihabara_hiru,秋葉原/アニメコン,東京,秋葉原,9800/1500,20/29,20/29,1
2247,machi,tokyo_nakameguro_hiru,中目黒/マッチングコン,東京,中目黒,7700/2400,20/29,20/29,6
2248,ani,a_tochigi_oyama_hiru,小山/アニメコン,栃木,小山,9800/2000,20/29,20/29,1
2249,ani,a_hyogo_sannomiya_hiru,神戸/三ノ宮/アニメコン,兵庫,神戸/三ノ宮,8900/2000,20/40,20/40,1
2250,ani,a_hokkaido_hakodate_hiru,函館/アニメコン,北海道,函館,6900/2900,20/29,20/29,1
2251,machi,miyagi_sendai_yoru,仙台/マッチングコン,宮城,仙台,6900/2500,20/29,20/29,6
2252,machi,kagoshima_kagoshima_yoru,鹿児島/マッチングコン,鹿児島,鹿児島,6400/2400,20/29,20/29,6
2254,machi,chiba_chiba_yoru,千葉/マッチングコン,千葉,千葉,8800/2000,20/29,20/29,6
2256,ani,a_tokyo_ikebukuro_yoru,池袋/アニメコン,東京,池袋,9800/1500,20/40,20/40,1
2257,machi,fukui_fukui_yoru,福井/マッチングコン,福井,福井,7500/1000,20/29,20/29,6
2258,machi,hokkaido_sapporo_yoru,札幌/マッチングコン,北海道,札幌,6400/2900,20/29,20/29,6
